library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
openfhe,16,32768,53,52,5,21,4,3,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,20,3,3,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,18,2,2,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,16,1,1,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,4,22,4,4,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,21,3,4,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,21,4,3,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,20,3,3,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,18,2,2,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,16,1,1,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,4,22,4,4,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,21,3,4,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,21,4,3,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,20,3,3,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,18,2,2,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,16,1,1,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,4,22,4,4,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,21,3,4,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,21,4,3,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,20,3,3,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,18,2,2,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,16,1,1,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1405 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,4,22,4,4,14,512,27,1405,6,360,1765,5,261,360,621,5,313,-18,,,1,,52,0,logQP_boot 1765 > 1747
openfhe,16,32768,53,52,5,21,3,4,14,512,27,1405,6,360,1765,6,313,360,673,5,313,-18,,,1,,52,0,logQP_boot 1765 > 1747
openfhe,16,32768,53,52,5,21,4,3,14,512,27,1405,6,360,1765,6,313,360,673,5,313,-18,,,1,,52,0,logQP_boot 1765 > 1747
openfhe,16,32768,53,52,6,20,3,3,14,512,27,1405,6,360,1765,7,365,360,725,5,313,-18,,,1,,52,0,logQP_boot 1765 > 1747
openfhe,16,32768,53,52,8,18,2,2,14,512,27,1405,6,360,1765,9,469,360,829,5,313,-18,,,1,,52,0,logQP_boot 1765 > 1747
openfhe,16,32768,53,52,10,16,1,1,14,512,27,1405,6,360,1765,11,573,360,933,5,313,-18,,,1,,52,0,logQP_boot 1765 > 1747
openfhe,16,32768,53,52,4,22,4,4,14,512,27,1405,5,300,1705,5,261,300,561,6,261,42,,,1,,52,1,
openfhe,16,32768,53,52,5,21,3,4,14,512,27,1405,5,300,1705,6,313,300,613,6,261,42,,,1,,52,1,
openfhe,16,32768,53,52,5,21,4,3,14,512,27,1405,5,300,1705,6,313,300,613,6,261,42,,,1,,52,1,
openfhe,16,32768,53,52,6,20,3,3,14,512,27,1405,5,300,1705,7,365,300,665,6,261,42,,,1,,52,1,
openfhe,16,32768,53,52,8,18,2,2,14,512,27,1405,5,300,1705,9,469,300,769,6,261,42,,,1,,52,1,
openfhe,16,32768,53,52,10,16,1,1,14,512,27,1405,5,300,1705,11,573,300,873,6,261,42,,,1,,52,1,
openfhe,16,32768,53,52,4,22,4,4,14,512,27,1405,4,240,1645,5,261,240,501,7,209,102,,,1,,52,1,
openfhe,16,32768,53,52,5,21,3,4,14,512,27,1405,4,240,1645,6,313,240,553,7,209,102,,,1,,52,1,
openfhe,16,32768,53,52,5,21,4,3,14,512,27,1405,4,240,1645,6,313,240,553,7,209,102,,,1,,52,1,
openfhe,16,32768,53,52,6,20,3,3,14,512,27,1405,4,240,1645,7,365,240,605,7,209,102,,,1,,52,1,
openfhe,16,32768,53,52,8,18,2,2,14,512,27,1405,4,240,1645,9,469,240,709,7,209,102,,,1,,52,1,
openfhe,16,32768,53,52,10,16,1,1,14,512,27,1405,4,240,1645,11,573,240,813,7,209,102,,,1,,52,1,
openfhe,16,32768,53,52,4,22,4,4,14,512,27,1405,3,180,1585,5,261,180,441,9,157,162,,,1,,52,1,
openfhe,16,32768,53,52,5,21,3,4,14,512,27,1405,3,180,1585,6,313,180,493,9,157,162,,,1,,52,1,
openfhe,16,32768,53,52,5,21,4,3,14,512,27,1405,3,180,1585,6,313,180,493,9,157,162,,,1,,52,1,
openfhe,16,32768,53,52,6,20,3,3,14,512,27,1405,3,180,1585,7,365,180,545,9,157,162,,,1,,52,1,
openfhe,16,32768,53,52,8,18,2,2,14,512,27,1405,3,180,1585,9,469,180,649,9,157,162,,,1,,52,1,
openfhe,16,32768,53,52,10,16,1,1,14,512,27,1405,3,180,1585,11,573,180,753,9,157,162,,,1,,52,1,
openfhe,16,32768,53,52,4,22,4,4,14,512,27,1405,2,120,1525,5,261,120,381,14,105,222,,,1,,52,1,
openfhe,16,32768,53,52,5,21,3,4,14,512,27,1405,2,120,1525,6,313,120,433,14,105,222,,,1,,52,1,
openfhe,16,32768,53,52,5,21,4,3,14,512,27,1405,2,120,1525,6,313,120,433,14,105,222,,,1,,52,1,
openfhe,16,32768,53,52,6,20,3,3,14,512,27,1405,2,120,1525,7,365,120,485,14,105,222,,,1,,52,1,
openfhe,16,32768,53,52,8,18,2,2,14,512,27,1405,2,120,1525,9,469,120,589,14,105,222,,,1,,52,1,
openfhe,16,32768,53,52,10,16,1,1,14,512,27,1405,2,120,1525,11,573,120,693,14,105,222,,,1,,52,1,
openfhe,16,32768,53,52,4,22,4,4,14,512,27,1405,1,60,1465,5,261,60,321,27,53,282,,,1,,52,1,
openfhe,16,32768,53,52,5,21,3,4,14,512,27,1405,1,60,1465,6,313,60,373,27,53,282,,,1,,52,1,
openfhe,16,32768,53,52,5,21,4,3,14,512,27,1405,1,60,1465,6,313,60,373,27,53,282,,,1,,52,1,
openfhe,16,32768,53,52,6,20,3,3,14,512,27,1405,1,60,1465,7,365,60,425,27,53,282,,,1,,52,1,
openfhe,16,32768,53,52,8,18,2,2,14,512,27,1405,1,60,1465,9,469,60,529,27,53,282,,,1,,52,1,
openfhe,16,32768,53,52,10,16,1,1,14,512,27,1405,1,60,1465,11,573,60,633,27,53,282,,,1,,52,1,
openfhe,16,32768,53,52,5,22,4,4,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,3,4,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,4,3,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,20,3,3,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,9,18,2,2,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,11,16,1,1,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,22,4,4,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,3,4,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,4,3,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,20,3,3,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,9,18,2,2,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,11,16,1,1,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,22,4,4,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,3,4,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,4,3,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,20,3,3,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,9,18,2,2,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,11,16,1,1,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,22,4,4,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,3,4,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,4,3,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,20,3,3,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,9,18,2,2,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,11,16,1,1,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,22,4,4,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,3,4,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,21,4,3,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,20,3,3,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,9,18,2,2,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,11,16,1,1,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1457 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,5,22,4,4,14,512,28,1457,5,300,1757,6,313,300,613,6,261,-10,,,1,,52,0,logQP_boot 1757 > 1747
openfhe,16,32768,53,52,6,21,3,4,14,512,28,1457,5,300,1757,7,365,300,665,6,261,-10,,,1,,52,0,logQP_boot 1757 > 1747
openfhe,16,32768,53,52,6,21,4,3,14,512,28,1457,5,300,1757,7,365,300,665,6,261,-10,,,1,,52,0,logQP_boot 1757 > 1747
openfhe,16,32768,53,52,7,20,3,3,14,512,28,1457,5,300,1757,8,417,300,717,6,261,-10,,,1,,52,0,logQP_boot 1757 > 1747
openfhe,16,32768,53,52,9,18,2,2,14,512,28,1457,5,300,1757,10,521,300,821,6,261,-10,,,1,,52,0,logQP_boot 1757 > 1747
openfhe,16,32768,53,52,11,16,1,1,14,512,28,1457,5,300,1757,12,625,300,925,6,261,-10,,,1,,52,0,logQP_boot 1757 > 1747
openfhe,16,32768,53,52,5,22,4,4,14,512,28,1457,4,240,1697,6,313,240,553,7,210,50,,,1,,52,1,
openfhe,16,32768,53,52,6,21,3,4,14,512,28,1457,4,240,1697,7,365,240,605,7,210,50,,,1,,52,1,
openfhe,16,32768,53,52,6,21,4,3,14,512,28,1457,4,240,1697,7,365,240,605,7,210,50,,,1,,52,1,
openfhe,16,32768,53,52,7,20,3,3,14,512,28,1457,4,240,1697,8,417,240,657,7,210,50,,,1,,52,1,
openfhe,16,32768,53,52,9,18,2,2,14,512,28,1457,4,240,1697,10,521,240,761,7,210,50,,,1,,52,1,
openfhe,16,32768,53,52,11,16,1,1,14,512,28,1457,4,240,1697,12,625,240,865,7,210,50,,,1,,52,1,
openfhe,16,32768,53,52,5,22,4,4,14,512,28,1457,3,180,1637,6,313,180,493,10,157,110,,,1,,52,1,
openfhe,16,32768,53,52,6,21,3,4,14,512,28,1457,3,180,1637,7,365,180,545,10,157,110,,,1,,52,1,
openfhe,16,32768,53,52,6,21,4,3,14,512,28,1457,3,180,1637,7,365,180,545,10,157,110,,,1,,52,1,
openfhe,16,32768,53,52,7,20,3,3,14,512,28,1457,3,180,1637,8,417,180,597,10,157,110,,,1,,52,1,
openfhe,16,32768,53,52,9,18,2,2,14,512,28,1457,3,180,1637,10,521,180,701,10,157,110,,,1,,52,1,
openfhe,16,32768,53,52,11,16,1,1,14,512,28,1457,3,180,1637,12,625,180,805,10,157,110,,,1,,52,1,
openfhe,16,32768,53,52,5,22,4,4,14,512,28,1457,2,120,1577,6,313,120,433,14,106,170,,,1,,52,1,
openfhe,16,32768,53,52,6,21,3,4,14,512,28,1457,2,120,1577,7,365,120,485,14,106,170,,,1,,52,1,
openfhe,16,32768,53,52,6,21,4,3,14,512,28,1457,2,120,1577,7,365,120,485,14,106,170,,,1,,52,1,
openfhe,16,32768,53,52,7,20,3,3,14,512,28,1457,2,120,1577,8,417,120,537,14,106,170,,,1,,52,1,
openfhe,16,32768,53,52,9,18,2,2,14,512,28,1457,2,120,1577,10,521,120,641,14,106,170,,,1,,52,1,
openfhe,16,32768,53,52,11,16,1,1,14,512,28,1457,2,120,1577,12,625,120,745,14,106,170,,,1,,52,1,
openfhe,16,32768,53,52,5,22,4,4,14,512,28,1457,1,60,1517,6,313,60,373,28,53,230,,,1,,52,1,
openfhe,16,32768,53,52,6,21,3,4,14,512,28,1457,1,60,1517,7,365,60,425,28,53,230,,,1,,52,1,
openfhe,16,32768,53,52,6,21,4,3,14,512,28,1457,1,60,1517,7,365,60,425,28,53,230,,,1,,52,1,
openfhe,16,32768,53,52,7,20,3,3,14,512,28,1457,1,60,1517,8,417,60,477,28,53,230,,,1,,52,1,
openfhe,16,32768,53,52,9,18,2,2,14,512,28,1457,1,60,1517,10,521,60,581,28,53,230,,,1,,52,1,
openfhe,16,32768,53,52,11,16,1,1,14,512,28,1457,1,60,1517,12,625,60,685,28,53,230,,,1,,52,1,
openfhe,16,32768,53,52,6,22,4,4,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,3,4,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,4,3,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,20,3,3,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,18,2,2,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,12,16,1,1,14,512,,,,,,,,,,1,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,22,4,4,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,3,4,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,4,3,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,20,3,3,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,18,2,2,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,12,16,1,1,14,512,,,,,,,,,,2,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,22,4,4,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,3,4,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,4,3,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,20,3,3,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,18,2,2,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,12,16,1,1,14,512,,,,,,,,,,3,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,22,4,4,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,3,4,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,4,3,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,20,3,3,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,18,2,2,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,12,16,1,1,14,512,,,,,,,,,,4,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,22,4,4,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,3,4,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,4,3,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,20,3,3,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,18,2,2,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,12,16,1,1,14,512,,,,,,,,,,5,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,22,4,4,14,512,,,,,,,,,,6,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,3,4,14,512,,,,,,,,,,6,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,7,21,4,3,14,512,,,,,,,,,,6,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,8,20,3,3,14,512,,,,,,,,,,6,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,10,18,2,2,14,512,,,,,,,,,,6,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,12,16,1,1,14,512,,,,,,,,,,6,,,,,1,,52,0,예측 탈락(§8.5 규칙4): logQ 1509 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,53,52,6,22,4,4,14,512,29,1509,4,240,1749,7,365,240,605,8,209,-2,,,1,,52,0,logQP_boot 1749 > 1747
openfhe,16,32768,53,52,7,21,3,4,14,512,29,1509,4,240,1749,8,417,240,657,8,209,-2,,,1,,52,0,logQP_boot 1749 > 1747
openfhe,16,32768,53,52,7,21,4,3,14,512,29,1509,4,240,1749,8,417,240,657,8,209,-2,,,1,,52,0,logQP_boot 1749 > 1747
openfhe,16,32768,53,52,8,20,3,3,14,512,29,1509,4,240,1749,9,469,240,709,8,209,-2,,,1,,52,0,logQP_boot 1749 > 1747
openfhe,16,32768,53,52,10,18,2,2,14,512,29,1509,4,240,1749,11,573,240,813,8,209,-2,,,1,,52,0,logQP_boot 1749 > 1747
openfhe,16,32768,53,52,12,16,1,1,14,512,29,1509,4,240,1749,13,677,240,917,8,209,-2,,,1,,52,0,logQP_boot 1749 > 1747
openfhe,16,32768,53,52,6,22,4,4,14,512,29,1509,3,180,1689,7,365,180,545,10,157,58,,,1,,52,1,
