q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,QCount_residual_of,logQ_residual_of,logQP_residual_of,grid_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,QCount_residual_la,logQ_residual_la,logQP_residual_la,grid_la,rotkeys_la,rotkeys_of
40,35,9,2,2,18,14,28.0,985.0,9.0,540.0,1525.0,222.0,2,10.0,355.0,895.0,L3-14,17.0,13.0,27.0,1195.0,7,427.0,1622.0,125.0,4.0,10.0,355.0,660.0,L3-14,61,
40,35,9,3,3,20,14,30.0,1055.0,9.0,540.0,1595.0,152.0,2,10.0,355.0,895.0,L3-14,19.0,13.0,29.0,1290.0,6,366.0,1656.0,91.0,5.0,10.0,355.0,660.0,L3-14,39,
40,35,9,3,4,21,14,31.0,1090.0,10.0,600.0,1690.0,57.0,2,10.0,355.0,955.0,L3-14,20.0,13.0,30.0,1329.0,6,366.0,1695.0,52.0,5.0,10.0,355.0,660.0,L3-14,48,
40,35,9,4,3,21,14,31.0,1090.0,10.0,600.0,1690.0,57.0,2,10.0,355.0,955.0,L3-14,20.0,13.0,30.0,1346.0,6,366.0,1712.0,35.0,5.0,10.0,355.0,660.0,L3-14,48,
40,35,9,4,4,22,14,32.0,1125.0,10.0,600.0,1725.0,22.0,2,10.0,355.0,955.0,L3-14,21.0,13.0,31.0,1385.0,5,305.0,1690.0,57.0,7.0,10.0,355.0,660.0,L3-14,33,
40,35,10,2,2,18,14,29.0,1020.0,9.0,540.0,1560.0,187.0,2,11.0,390.0,930.0,L3-14,17.0,13.0,28.0,1230.0,7,427.0,1657.0,90.0,4.0,11.0,390.0,756.0,L3-14,61,
40,35,10,3,3,20,14,31.0,1090.0,10.0,600.0,1690.0,57.0,2,11.0,390.0,990.0,L3-14,19.0,13.0,30.0,1325.0,6,366.0,1691.0,56.0,5.0,11.0,390.0,756.0,L3-14,39,
40,35,10,3,4,21,14,32.0,1125.0,10.0,600.0,1725.0,22.0,2,11.0,390.0,990.0,L3-14,20.0,13.0,31.0,1364.0,6,366.0,1730.0,17.0,6.0,11.0,390.0,756.0,L3-14,48,
40,35,10,4,3,21,14,32.0,1125.0,10.0,600.0,1725.0,22.0,2,11.0,390.0,990.0,L3-14,20.0,13.0,31.0,1381.0,6,366.0,1747.0,0.0,6.0,11.0,390.0,756.0,L3-14,48,
40,35,10,4,4,22,14,33.0,1160.0,7.0,420.0,1580.0,167.0,3,11.0,390.0,810.0,L3-14,21.0,13.0,32.0,1420.0,5,305.0,1725.0,22.0,7.0,11.0,390.0,756.0,L3-14,33,
40,35,11,2,2,18,14,30.0,1055.0,9.0,540.0,1595.0,152.0,2,12.0,425.0,965.0,L3-14,17.0,13.0,29.0,1265.0,6,366.0,1631.0,116.0,5.0,12.0,425.0,791.0,L3-14,61,
40,35,11,3,3,20,14,32.0,1125.0,10.0,600.0,1725.0,22.0,2,12.0,425.0,1025.0,L3-14,19.0,13.0,31.0,1360.0,6,366.0,1726.0,21.0,6.0,12.0,425.0,791.0,L3-14,39,
40,35,11,3,4,21,14,33.0,1160.0,7.0,420.0,1580.0,167.0,3,12.0,425.0,845.0,L3-14,20.0,13.0,32.0,1399.0,5,305.0,1704.0,43.0,7.0,12.0,425.0,791.0,L3-14,48,
40,35,11,4,3,21,14,33.0,1160.0,7.0,420.0,1580.0,167.0,3,12.0,425.0,845.0,L3-14,20.0,13.0,32.0,1416.0,5,305.0,1721.0,26.0,7.0,12.0,425.0,791.0,L3-14,48,
40,35,11,4,4,22,14,34.0,1195.0,8.0,480.0,1675.0,72.0,3,12.0,425.0,905.0,L3-14,21.0,13.0,33.0,1455.0,4,244.0,1699.0,48.0,9.0,12.0,425.0,791.0,L3-14,33,
40,35,12,2,2,18,14,31.0,1090.0,10.0,600.0,1690.0,57.0,2,13.0,460.0,1060.0,L3-14,17.0,13.0,30.0,1300.0,6,366.0,1666.0,81.0,5.0,13.0,460.0,887.0,L3-14,61,
40,35,12,3,3,20,14,33.0,1160.0,7.0,420.0,1580.0,167.0,3,13.0,460.0,880.0,L3-14,19.0,13.0,32.0,1395.0,5,305.0,1700.0,47.0,7.0,13.0,460.0,887.0,L3-14,39,
40,35,12,3,4,21,14,34.0,1195.0,8.0,480.0,1675.0,72.0,3,13.0,460.0,940.0,L3-14,20.0,13.0,33.0,1434.0,5,305.0,1739.0,8.0,7.0,13.0,460.0,887.0,L3-14,48,
40,35,12,4,3,21,14,34.0,1195.0,8.0,480.0,1675.0,72.0,3,13.0,460.0,940.0,L3-14,20.0,13.0,33.0,1451.0,4,244.0,1695.0,52.0,9.0,13.0,460.0,887.0,L3-14,48,
40,35,12,4,4,22,14,35.0,1230.0,8.0,480.0,1710.0,37.0,3,13.0,460.0,940.0,L3-14,21.0,13.0,34.0,1490.0,4,244.0,1734.0,13.0,9.0,13.0,460.0,887.0,L3-14,33,
40,35,13,2,2,18,14,32.0,1125.0,10.0,600.0,1725.0,22.0,2,14.0,495.0,1095.0,L3-14,17.0,13.0,31.0,1335.0,6,366.0,1701.0,46.0,6.0,14.0,495.0,922.0,L3-14,61,
40,35,13,3,3,20,14,34.0,1195.0,8.0,480.0,1675.0,72.0,3,14.0,495.0,975.0,L3-14,19.0,13.0,33.0,1430.0,5,305.0,1735.0,12.0,7.0,14.0,495.0,922.0,L3-14,39,
40,35,13,3,4,21,14,35.0,1230.0,8.0,480.0,1710.0,37.0,3,14.0,495.0,975.0,L3-14,20.0,13.0,34.0,1469.0,4,244.0,1713.0,34.0,9.0,14.0,495.0,922.0,L3-14,48,
40,35,13,4,3,21,14,35.0,1230.0,8.0,480.0,1710.0,37.0,3,14.0,495.0,975.0,L3-14,20.0,13.0,34.0,1486.0,4,244.0,1730.0,17.0,9.0,14.0,495.0,922.0,L3-14,48,
40,35,13,4,4,22,14,36.0,1265.0,8.0,480.0,1745.0,2.0,3,14.0,495.0,975.0,L3-14,21.0,13.0,35.0,1525.0,3,183.0,1708.0,39.0,12.0,14.0,495.0,922.0,L3-14,33,
40,35,14,2,2,18,14,33.0,1160.0,7.0,420.0,1580.0,167.0,3,15.0,530.0,950.0,L3-14,17.0,13.0,32.0,1370.0,6,366.0,1736.0,11.0,6.0,15.0,530.0,1018.0,L3-14,61,
40,35,14,3,3,20,14,35.0,1230.0,8.0,480.0,1710.0,37.0,3,15.0,530.0,1010.0,L3-14,19.0,13.0,34.0,1465.0,4,244.0,1709.0,38.0,9.0,15.0,530.0,1018.0,L3-14,39,
40,35,14,3,4,21,14,36.0,1265.0,8.0,480.0,1745.0,2.0,3,15.0,530.0,1010.0,L3-14,20.0,13.0,35.0,1504.0,3,183.0,1687.0,60.0,12.0,15.0,530.0,1018.0,L3-14,48,
40,35,14,4,3,21,14,36.0,1265.0,8.0,480.0,1745.0,2.0,3,15.0,530.0,1010.0,L3-14,20.0,13.0,35.0,1521.0,3,183.0,1704.0,43.0,12.0,15.0,530.0,1018.0,L3-14,48,
40,35,14,4,4,22,14,37.0,1300.0,6.0,360.0,1660.0,87.0,4,15.0,530.0,890.0,L3-14,21.0,13.0,36.0,1560.0,3,183.0,1743.0,4.0,12.0,15.0,530.0,1018.0,L3-14,33,
40,35,15,2,2,18,14,34.0,1195.0,8.0,480.0,1675.0,72.0,3,16.0,565.0,1045.0,L15-20,17.0,13.0,33.0,1405.0,5,305.0,1710.0,37.0,7.0,16.0,565.0,1053.0,L15-20,61,
40,35,15,3,3,20,14,36.0,1265.0,8.0,480.0,1745.0,2.0,3,16.0,565.0,1045.0,L15-20,19.0,13.0,35.0,1500.0,4,244.0,1744.0,3.0,9.0,16.0,565.0,1053.0,L15-20,39,
40,35,15,3,4,21,14,37.0,1300.0,6.0,360.0,1660.0,87.0,4,16.0,565.0,925.0,L15-20,20.0,13.0,36.0,1539.0,3,183.0,1722.0,25.0,12.0,16.0,565.0,1053.0,L15-20,48,
40,35,15,4,3,21,14,37.0,1300.0,6.0,360.0,1660.0,87.0,4,16.0,565.0,925.0,L15-20,20.0,13.0,36.0,1556.0,3,183.0,1739.0,8.0,12.0,16.0,565.0,1053.0,L15-20,48,
40,35,15,4,4,22,14,38.0,1335.0,6.0,360.0,1695.0,52.0,4,16.0,565.0,925.0,L15-20,21.0,13.0,37.0,1595.0,2,122.0,1717.0,30.0,19.0,16.0,565.0,1053.0,L15-20,33,
40,35,16,2,2,18,14,35.0,1230.0,8.0,480.0,1710.0,37.0,3,17.0,600.0,1080.0,L15-20,17.0,13.0,34.0,1440.0,5,305.0,1745.0,2.0,7.0,17.0,600.0,966.0,L15-20,61,
40,35,16,3,3,20,14,37.0,1300.0,6.0,360.0,1660.0,87.0,4,17.0,600.0,960.0,L15-20,19.0,13.0,36.0,1535.0,3,183.0,1718.0,29.0,12.0,17.0,600.0,966.0,L15-20,39,
40,35,16,3,4,21,14,38.0,1335.0,6.0,360.0,1695.0,52.0,4,17.0,600.0,960.0,L15-20,20.0,13.0,37.0,1574.0,2,122.0,1696.0,51.0,19.0,17.0,600.0,966.0,L15-20,48,
40,35,16,4,3,21,14,38.0,1335.0,6.0,360.0,1695.0,52.0,4,17.0,600.0,960.0,L15-20,20.0,13.0,37.0,1591.0,2,122.0,1713.0,34.0,19.0,17.0,600.0,966.0,L15-20,48,
40,35,16,4,4,22,14,39.0,1370.0,6.0,360.0,1730.0,17.0,4,17.0,600.0,960.0,L15-20,21.0,13.0,38.0,1630.0,1,61.0,1691.0,56.0,38.0,17.0,600.0,966.0,L15-20,33,
40,35,17,2,2,18,14,36.0,1265.0,8.0,480.0,1745.0,2.0,3,18.0,635.0,1115.0,L15-20,17.0,13.0,35.0,1475.0,4,244.0,1719.0,28.0,9.0,18.0,635.0,1001.0,L15-20,61,
40,35,17,3,3,20,14,38.0,1335.0,6.0,360.0,1695.0,52.0,4,18.0,635.0,995.0,L15-20,19.0,13.0,37.0,1570.0,2,122.0,1692.0,55.0,19.0,18.0,635.0,1001.0,L15-20,39,
40,35,17,3,4,21,14,39.0,1370.0,6.0,360.0,1730.0,17.0,4,18.0,635.0,995.0,L15-20,20.0,13.0,38.0,1609.0,2,122.0,1731.0,16.0,19.0,18.0,635.0,1001.0,L15-20,48,
40,35,17,4,3,21,14,39.0,1370.0,6.0,360.0,1730.0,17.0,4,18.0,635.0,995.0,L15-20,20.0,13.0,38.0,1626.0,1,61.0,1687.0,60.0,38.0,18.0,635.0,1001.0,L15-20,48,
40,35,17,4,4,22,14,40.0,1405.0,5.0,300.0,1705.0,42.0,5,18.0,635.0,935.0,L15-20,21.0,13.0,39.0,1665.0,1,61.0,1726.0,21.0,39.0,18.0,635.0,1001.0,L15-20,33,
40,35,18,2,2,18,14,37.0,1300.0,6.0,360.0,1660.0,87.0,4,19.0,670.0,1030.0,L15-20,17.0,13.0,36.0,1510.0,3,183.0,1693.0,54.0,12.0,19.0,670.0,1097.0,L15-20,61,
40,35,18,3,3,20,14,39.0,1370.0,6.0,360.0,1730.0,17.0,4,19.0,670.0,1030.0,L15-20,19.0,13.0,38.0,1605.0,2,122.0,1727.0,20.0,19.0,19.0,670.0,1097.0,L15-20,39,
40,35,18,3,4,21,14,40.0,1405.0,5.0,300.0,1705.0,42.0,5,19.0,670.0,970.0,L15-20,20.0,13.0,39.0,1644.0,1,61.0,1705.0,42.0,39.0,19.0,670.0,1097.0,L15-20,48,
40,35,18,4,3,21,14,40.0,1405.0,5.0,300.0,1705.0,42.0,5,19.0,670.0,970.0,L15-20,20.0,13.0,39.0,1661.0,1,61.0,1722.0,25.0,39.0,19.0,670.0,1097.0,L15-20,48,
40,35,19,2,2,18,14,38.0,1335.0,6.0,360.0,1695.0,52.0,4,20.0,705.0,1065.0,L15-20,17.0,13.0,37.0,1545.0,3,183.0,1728.0,19.0,13.0,20.0,705.0,1132.0,L15-20,61,
40,35,19,3,3,20,14,40.0,1405.0,5.0,300.0,1705.0,42.0,5,20.0,705.0,1005.0,L15-20,19.0,13.0,39.0,1640.0,1,61.0,1701.0,46.0,39.0,20.0,705.0,1132.0,L15-20,39,
40,35,19,3,4,21,14,41.0,1440.0,5.0,300.0,1740.0,7.0,6,20.0,705.0,1005.0,L15-20,20.0,13.0,40.0,1679.0,1,61.0,1740.0,7.0,40.0,20.0,705.0,1132.0,L15-20,48,
40,35,20,2,2,18,14,39.0,1370.0,6.0,360.0,1730.0,17.0,4,21.0,740.0,1100.0,L15-20,17.0,13.0,38.0,1580.0,2,122.0,1702.0,45.0,19.0,21.0,740.0,1167.0,L15-20,61,
40,35,20,3,3,20,14,41.0,1440.0,5.0,300.0,1740.0,7.0,6,21.0,740.0,1040.0,L15-20,19.0,13.0,40.0,1675.0,1,61.0,1736.0,11.0,40.0,21.0,740.0,1167.0,L15-20,39,
40,38,3,2,2,18,14,22.0,838.0,14.0,840.0,1678.0,69.0,1,4.0,154.0,994.0,L3-14,17.0,13.0,21.0,994.0,7,427.0,1421.0,326.0,3.0,4.0,154.0,398.0,L3-14,61,
40,38,3,3,3,20,14,24.0,914.0,8.0,480.0,1394.0,353.0,2,4.0,154.0,634.0,L3-14,19.0,13.0,23.0,1089.0,8,488.0,1577.0,170.0,3.0,4.0,154.0,398.0,L3-14,39,
40,38,3,3,4,21,14,25.0,952.0,9.0,540.0,1492.0,255.0,2,4.0,154.0,694.0,L3-14,20.0,13.0,24.0,1128.0,8,488.0,1616.0,131.0,3.0,4.0,154.0,398.0,L3-14,48,
40,38,3,4,3,21,14,25.0,952.0,9.0,540.0,1492.0,255.0,2,4.0,154.0,694.0,L3-14,20.0,13.0,24.0,1145.0,8,488.0,1633.0,114.0,3.0,4.0,154.0,398.0,L3-14,48,
40,38,3,4,4,22,14,26.0,990.0,9.0,540.0,1530.0,217.0,2,4.0,154.0,694.0,L3-14,21.0,13.0,25.0,1184.0,7,427.0,1611.0,136.0,4.0,4.0,154.0,398.0,L3-14,33,
40,38,4,2,2,18,14,23.0,876.0,8.0,480.0,1356.0,391.0,2,5.0,192.0,672.0,L3-14,17.0,13.0,22.0,1032.0,8,488.0,1520.0,227.0,3.0,5.0,192.0,497.0,L3-14,61,
40,38,4,3,3,20,14,25.0,952.0,9.0,540.0,1492.0,255.0,2,5.0,192.0,732.0,L3-14,19.0,13.0,24.0,1127.0,8,488.0,1615.0,132.0,3.0,5.0,192.0,497.0,L3-14,39,
40,38,4,3,4,21,14,26.0,990.0,9.0,540.0,1530.0,217.0,2,5.0,192.0,732.0,L3-14,20.0,13.0,25.0,1166.0,7,427.0,1593.0,154.0,4.0,5.0,192.0,497.0,L3-14,48,
40,38,4,4,3,21,14,26.0,990.0,9.0,540.0,1530.0,217.0,2,5.0,192.0,732.0,L3-14,20.0,13.0,25.0,1183.0,7,427.0,1610.0,137.0,4.0,5.0,192.0,497.0,L3-14,48,
40,38,4,4,4,22,14,27.0,1028.0,9.0,540.0,1568.0,179.0,2,5.0,192.0,732.0,L3-14,21.0,13.0,26.0,1222.0,7,427.0,1649.0,98.0,4.0,5.0,192.0,497.0,L3-14,33,
40,38,5,2,2,18,14,24.0,914.0,8.0,480.0,1394.0,353.0,2,6.0,230.0,710.0,L3-14,17.0,13.0,23.0,1070.0,8,488.0,1558.0,189.0,3.0,6.0,230.0,596.0,L3-14,61,
40,38,5,3,3,20,14,26.0,990.0,9.0,540.0,1530.0,217.0,2,6.0,230.0,770.0,L3-14,19.0,13.0,25.0,1165.0,7,427.0,1592.0,155.0,4.0,6.0,230.0,596.0,L3-14,39,
40,38,5,3,4,21,14,27.0,1028.0,9.0,540.0,1568.0,179.0,2,6.0,230.0,770.0,L3-14,20.0,13.0,26.0,1204.0,7,427.0,1631.0,116.0,4.0,6.0,230.0,596.0,L3-14,48,
40,38,5,4,3,21,14,27.0,1028.0,9.0,540.0,1568.0,179.0,2,6.0,230.0,770.0,L3-14,20.0,13.0,26.0,1221.0,7,427.0,1648.0,99.0,4.0,6.0,230.0,596.0,L3-14,48,
40,38,5,4,4,22,14,28.0,1066.0,9.0,540.0,1606.0,141.0,2,6.0,230.0,770.0,L3-14,21.0,13.0,27.0,1260.0,7,427.0,1687.0,60.0,4.0,6.0,230.0,596.0,L3-14,33,
40,38,6,2,2,18,14,25.0,952.0,9.0,540.0,1492.0,255.0,2,7.0,268.0,808.0,L3-14,17.0,13.0,24.0,1108.0,8,488.0,1596.0,151.0,3.0,7.0,268.0,695.0,L3-14,61,
40,38,6,3,3,20,14,27.0,1028.0,9.0,540.0,1568.0,179.0,2,7.0,268.0,808.0,L3-14,19.0,13.0,26.0,1203.0,7,427.0,1630.0,117.0,4.0,7.0,268.0,695.0,L3-14,39,
40,38,6,3,4,21,14,28.0,1066.0,9.0,540.0,1606.0,141.0,2,7.0,268.0,808.0,L3-14,20.0,13.0,27.0,1242.0,7,427.0,1669.0,78.0,4.0,7.0,268.0,695.0,L3-14,48,
40,38,6,4,3,21,14,28.0,1066.0,9.0,540.0,1606.0,141.0,2,7.0,268.0,808.0,L3-14,20.0,13.0,27.0,1259.0,7,427.0,1686.0,61.0,4.0,7.0,268.0,695.0,L3-14,48,
40,38,6,4,4,22,14,29.0,1104.0,10.0,600.0,1704.0,43.0,2,7.0,268.0,868.0,L3-14,21.0,13.0,28.0,1298.0,7,427.0,1725.0,22.0,4.0,7.0,268.0,695.0,L3-14,33,
40,38,7,2,2,18,14,26.0,990.0,9.0,540.0,1530.0,217.0,2,8.0,306.0,846.0,L3-14,17.0,13.0,25.0,1146.0,7,427.0,1573.0,174.0,4.0,8.0,306.0,794.0,L3-14,61,
40,38,7,3,3,20,14,28.0,1066.0,9.0,540.0,1606.0,141.0,2,8.0,306.0,846.0,L3-14,19.0,13.0,27.0,1241.0,7,427.0,1668.0,79.0,4.0,8.0,306.0,794.0,L3-14,39,
40,38,7,3,4,21,14,29.0,1104.0,10.0,600.0,1704.0,43.0,2,8.0,306.0,906.0,L3-14,20.0,13.0,28.0,1280.0,7,427.0,1707.0,40.0,4.0,8.0,306.0,794.0,L3-14,48,
40,38,7,4,3,21,14,29.0,1104.0,10.0,600.0,1704.0,43.0,2,8.0,306.0,906.0,L3-14,20.0,13.0,28.0,1297.0,7,427.0,1724.0,23.0,4.0,8.0,306.0,794.0,L3-14,48,
40,38,7,4,4,22,14,30.0,1142.0,10.0,600.0,1742.0,5.0,2,8.0,306.0,906.0,L3-14,21.0,13.0,29.0,1336.0,6,366.0,1702.0,45.0,5.0,8.0,306.0,794.0,L3-14,33,
40,38,8,2,2,18,14,27.0,1028.0,9.0,540.0,1568.0,179.0,2,9.0,344.0,884.0,L3-14,17.0,13.0,26.0,1184.0,7,427.0,1611.0,136.0,4.0,9.0,344.0,649.0,L3-14,61,
40,38,8,3,3,20,14,29.0,1104.0,10.0,600.0,1704.0,43.0,2,9.0,344.0,944.0,L3-14,19.0,13.0,28.0,1279.0,7,427.0,1706.0,41.0,4.0,9.0,344.0,649.0,L3-14,39,
40,38,8,3,4,21,14,30.0,1142.0,10.0,600.0,1742.0,5.0,2,9.0,344.0,944.0,L3-14,20.0,13.0,29.0,1318.0,6,366.0,1684.0,63.0,5.0,9.0,344.0,649.0,L3-14,48,
40,38,8,4,3,21,14,30.0,1142.0,10.0,600.0,1742.0,5.0,2,9.0,344.0,944.0,L3-14,20.0,13.0,29.0,1335.0,6,366.0,1701.0,46.0,5.0,9.0,344.0,649.0,L3-14,48,
40,38,8,4,4,22,14,31.0,1180.0,7.0,420.0,1600.0,147.0,3,9.0,344.0,764.0,L3-14,21.0,13.0,30.0,1374.0,6,366.0,1740.0,7.0,5.0,9.0,344.0,649.0,L3-14,33,
40,38,9,2,2,18,14,28.0,1066.0,9.0,540.0,1606.0,141.0,2,10.0,382.0,922.0,L3-14,17.0,13.0,27.0,1222.0,7,427.0,1649.0,98.0,4.0,10.0,382.0,687.0,L3-14,61,
40,38,9,3,3,20,14,30.0,1142.0,10.0,600.0,1742.0,5.0,2,10.0,382.0,982.0,L3-14,19.0,13.0,29.0,1317.0,6,366.0,1683.0,64.0,5.0,10.0,382.0,687.0,L3-14,39,
40,38,9,3,4,21,14,31.0,1180.0,7.0,420.0,1600.0,147.0,3,10.0,382.0,802.0,L3-14,20.0,13.0,30.0,1356.0,6,366.0,1722.0,25.0,5.0,10.0,382.0,687.0,L3-14,48,
40,38,9,4,3,21,14,31.0,1180.0,7.0,420.0,1600.0,147.0,3,10.0,382.0,802.0,L3-14,20.0,13.0,30.0,1373.0,6,366.0,1739.0,8.0,5.0,10.0,382.0,687.0,L3-14,48,
40,38,9,4,4,22,14,32.0,1218.0,7.0,420.0,1638.0,109.0,3,10.0,382.0,802.0,L3-14,21.0,13.0,31.0,1412.0,5,305.0,1717.0,30.0,7.0,10.0,382.0,687.0,L3-14,33,
40,38,10,2,2,18,14,29.0,1104.0,10.0,600.0,1704.0,43.0,2,11.0,420.0,1020.0,L3-14,17.0,13.0,28.0,1260.0,7,427.0,1687.0,60.0,4.0,11.0,420.0,786.0,L3-14,61,
40,38,10,3,3,20,14,31.0,1180.0,7.0,420.0,1600.0,147.0,3,11.0,420.0,840.0,L3-14,19.0,13.0,30.0,1355.0,6,366.0,1721.0,26.0,5.0,11.0,420.0,786.0,L3-14,39,
40,38,10,3,4,21,14,32.0,1218.0,7.0,420.0,1638.0,109.0,3,11.0,420.0,840.0,L3-14,20.0,13.0,31.0,1394.0,5,305.0,1699.0,48.0,7.0,11.0,420.0,786.0,L3-14,48,
40,38,10,4,3,21,14,32.0,1218.0,7.0,420.0,1638.0,109.0,3,11.0,420.0,840.0,L3-14,20.0,13.0,31.0,1411.0,5,305.0,1716.0,31.0,7.0,11.0,420.0,786.0,L3-14,48,
40,38,10,4,4,22,14,33.0,1256.0,7.0,420.0,1676.0,71.0,3,11.0,420.0,840.0,L3-14,21.0,13.0,32.0,1450.0,4,244.0,1694.0,53.0,8.0,11.0,420.0,786.0,L3-14,33,
40,38,11,2,2,18,14,30.0,1142.0,10.0,600.0,1742.0,5.0,2,12.0,458.0,1058.0,L3-14,17.0,13.0,29.0,1298.0,6,366.0,1664.0,83.0,5.0,12.0,458.0,824.0,L3-14,61,
40,38,11,3,3,20,14,32.0,1218.0,7.0,420.0,1638.0,109.0,3,12.0,458.0,878.0,L3-14,19.0,13.0,31.0,1393.0,5,305.0,1698.0,49.0,7.0,12.0,458.0,824.0,L3-14,39,
40,38,11,3,4,21,14,33.0,1256.0,7.0,420.0,1676.0,71.0,3,12.0,458.0,878.0,L3-14,20.0,13.0,32.0,1432.0,5,305.0,1737.0,10.0,7.0,12.0,458.0,824.0,L3-14,48,
40,38,11,4,3,21,14,33.0,1256.0,7.0,420.0,1676.0,71.0,3,12.0,458.0,878.0,L3-14,20.0,13.0,32.0,1449.0,4,244.0,1693.0,54.0,8.0,12.0,458.0,824.0,L3-14,48,
40,38,11,4,4,22,14,34.0,1294.0,6.0,360.0,1654.0,93.0,4,12.0,458.0,818.0,L3-14,21.0,13.0,33.0,1488.0,4,244.0,1732.0,15.0,9.0,12.0,458.0,824.0,L3-14,33,
40,38,12,2,2,18,14,31.0,1180.0,7.0,420.0,1600.0,147.0,3,13.0,496.0,916.0,L3-14,17.0,13.0,30.0,1336.0,6,366.0,1702.0,45.0,5.0,13.0,496.0,923.0,L3-14,61,
40,38,12,3,3,20,14,33.0,1256.0,7.0,420.0,1676.0,71.0,3,13.0,496.0,916.0,L3-14,19.0,13.0,32.0,1431.0,5,305.0,1736.0,11.0,7.0,13.0,496.0,923.0,L3-14,39,
40,38,12,3,4,21,14,34.0,1294.0,6.0,360.0,1654.0,93.0,4,13.0,496.0,856.0,L3-14,20.0,13.0,33.0,1470.0,4,244.0,1714.0,33.0,9.0,13.0,496.0,923.0,L3-14,48,
40,38,12,4,3,21,14,34.0,1294.0,6.0,360.0,1654.0,93.0,4,13.0,496.0,856.0,L3-14,20.0,13.0,33.0,1487.0,4,244.0,1731.0,16.0,9.0,13.0,496.0,923.0,L3-14,48,
40,38,12,4,4,22,14,35.0,1332.0,6.0,360.0,1692.0,55.0,4,13.0,496.0,856.0,L3-14,21.0,13.0,34.0,1526.0,3,183.0,1709.0,38.0,12.0,13.0,496.0,923.0,L3-14,33,
40,38,13,2,2,18,14,32.0,1218.0,7.0,420.0,1638.0,109.0,3,14.0,534.0,954.0,L3-14,17.0,13.0,31.0,1374.0,6,366.0,1740.0,7.0,6.0,14.0,534.0,961.0,L3-14,61,
40,38,13,3,3,20,14,34.0,1294.0,6.0,360.0,1654.0,93.0,4,14.0,534.0,894.0,L3-14,19.0,13.0,33.0,1469.0,4,244.0,1713.0,34.0,9.0,14.0,534.0,961.0,L3-14,39,
40,38,13,3,4,21,14,35.0,1332.0,6.0,360.0,1692.0,55.0,4,14.0,534.0,894.0,L3-14,20.0,13.0,34.0,1508.0,3,183.0,1691.0,56.0,12.0,14.0,534.0,961.0,L3-14,48,
40,38,13,4,3,21,14,35.0,1332.0,6.0,360.0,1692.0,55.0,4,14.0,534.0,894.0,L3-14,20.0,13.0,34.0,1525.0,3,183.0,1708.0,39.0,12.0,14.0,534.0,961.0,L3-14,48,
40,38,13,4,4,22,14,36.0,1370.0,6.0,360.0,1730.0,17.0,4,14.0,534.0,894.0,L3-14,21.0,13.0,35.0,1564.0,3,183.0,1747.0,0.0,12.0,14.0,534.0,961.0,L3-14,33,
40,38,14,2,2,18,14,33.0,1256.0,7.0,420.0,1676.0,71.0,3,15.0,572.0,992.0,L3-14,17.0,13.0,32.0,1412.0,5,305.0,1717.0,30.0,7.0,15.0,572.0,1060.0,L3-14,61,
40,38,14,3,3,20,14,35.0,1332.0,6.0,360.0,1692.0,55.0,4,15.0,572.0,932.0,L3-14,19.0,13.0,34.0,1507.0,3,183.0,1690.0,57.0,12.0,15.0,572.0,1060.0,L3-14,39,
40,38,14,3,4,21,14,36.0,1370.0,6.0,360.0,1730.0,17.0,4,15.0,572.0,932.0,L3-14,20.0,13.0,35.0,1546.0,3,183.0,1729.0,18.0,12.0,15.0,572.0,1060.0,L3-14,48,
40,38,14,4,3,21,14,36.0,1370.0,6.0,360.0,1730.0,17.0,4,15.0,572.0,932.0,L3-14,20.0,13.0,35.0,1563.0,3,183.0,1746.0,1.0,12.0,15.0,572.0,1060.0,L3-14,48,
40,38,14,4,4,22,14,37.0,1408.0,5.0,300.0,1708.0,39.0,6,15.0,572.0,872.0,L3-14,21.0,13.0,36.0,1602.0,2,122.0,1724.0,23.0,18.0,15.0,572.0,1060.0,L3-14,33,
40,38,15,2,2,18,14,34.0,1294.0,6.0,360.0,1654.0,93.0,4,16.0,610.0,970.0,L15-20,17.0,13.0,33.0,1450.0,4,244.0,1694.0,53.0,9.0,16.0,610.0,1098.0,L15-20,61,
40,38,15,3,3,20,14,36.0,1370.0,6.0,360.0,1730.0,17.0,4,16.0,610.0,970.0,L15-20,19.0,13.0,35.0,1545.0,3,183.0,1728.0,19.0,12.0,16.0,610.0,1098.0,L15-20,39,
40,38,15,3,4,21,14,37.0,1408.0,5.0,300.0,1708.0,39.0,6,16.0,610.0,910.0,L15-20,20.0,13.0,36.0,1584.0,2,122.0,1706.0,41.0,18.0,16.0,610.0,1098.0,L15-20,48,
40,38,15,4,3,21,14,37.0,1408.0,5.0,300.0,1708.0,39.0,6,16.0,610.0,910.0,L15-20,20.0,13.0,36.0,1601.0,2,122.0,1723.0,24.0,18.0,16.0,610.0,1098.0,L15-20,48,
40,38,15,4,4,22,14,38.0,1446.0,5.0,300.0,1746.0,1.0,6,16.0,610.0,910.0,L15-20,21.0,13.0,37.0,1640.0,1,61.0,1701.0,46.0,37.0,16.0,610.0,1098.0,L15-20,33,
