q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,evalmod_levels_la,logQ_boot_la,dnum_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,boot_depth_la,dnum_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,rotkeys_la,grid_of,grid_la
55,48,6,3,3,20,14,13.0,1278.0,4,6.0,360.0,1663.0,84.0,19.0,4.0,7,427.0,1705.0,42.0,39,L3-14,L3-14
55,48,7,3,3,20,14,13.0,1326.0,4,6.0,360.0,1711.0,36.0,19.0,5.0,6,366.0,1692.0,55.0,39,L3-14,L3-14
55,48,8,3,3,20,14,13.0,1374.0,5,5.0,300.0,1699.0,48.0,19.0,5.0,6,366.0,1740.0,7.0,39,L3-14,L3-14
55,48,9,3,3,20,14,13.0,1422.0,5,5.0,300.0,1747.0,0.0,19.0,6.0,5,305.0,1727.0,20.0,39,L3-14,L3-14
55,48,10,3,3,20,14,13.0,1470.0,8,4.0,240.0,1735.0,12.0,19.0,8.0,4,244.0,1714.0,33.0,39,L3-14,L3-14
55,48,3,3,4,21,14,13.0,1173.0,3,8.0,480.0,1687.0,60.0,20.0,3.0,8,488.0,1661.0,86.0,48,L3-14,L3-14
55,48,4,3,4,21,14,13.0,1221.0,3,8.0,480.0,1735.0,12.0,20.0,4.0,7,427.0,1648.0,99.0,48,L3-14,L3-14
55,48,5,3,4,21,14,13.0,1269.0,4,6.0,360.0,1663.0,84.0,20.0,4.0,7,427.0,1696.0,51.0,48,L3-14,L3-14
55,48,6,3,4,21,14,13.0,1317.0,4,6.0,360.0,1711.0,36.0,20.0,4.0,7,427.0,1744.0,3.0,48,L3-14,L3-14
55,48,7,3,4,21,14,13.0,1365.0,5,5.0,300.0,1699.0,48.0,20.0,5.0,6,366.0,1731.0,16.0,48,L3-14,L3-14
55,48,8,3,4,21,14,13.0,1413.0,5,5.0,300.0,1747.0,0.0,20.0,6.0,5,305.0,1718.0,29.0,48,L3-14,L3-14
55,48,9,3,4,21,14,13.0,1461.0,8,4.0,240.0,1735.0,12.0,20.0,8.0,4,244.0,1705.0,42.0,48,L3-14,L3-14
55,48,3,4,3,21,14,13.0,1190.0,3,8.0,480.0,1687.0,60.0,20.0,3.0,8,488.0,1678.0,69.0,48,L3-14,L3-14
55,48,4,4,3,21,14,13.0,1238.0,3,8.0,480.0,1735.0,12.0,20.0,4.0,7,427.0,1665.0,82.0,48,L3-14,L3-14
55,48,5,4,3,21,14,13.0,1286.0,4,6.0,360.0,1663.0,84.0,20.0,4.0,7,427.0,1713.0,34.0,48,L3-14,L3-14
55,48,6,4,3,21,14,13.0,1334.0,4,6.0,360.0,1711.0,36.0,20.0,5.0,6,366.0,1700.0,47.0,48,L3-14,L3-14
55,48,7,4,3,21,14,13.0,1382.0,5,5.0,300.0,1699.0,48.0,20.0,6.0,5,305.0,1687.0,60.0,48,L3-14,L3-14
55,48,8,4,3,21,14,13.0,1430.0,5,5.0,300.0,1747.0,0.0,20.0,6.0,5,305.0,1735.0,12.0,48,L3-14,L3-14
55,48,9,4,3,21,14,13.0,1478.0,8,4.0,240.0,1735.0,12.0,20.0,8.0,4,244.0,1722.0,25.0,48,L3-14,L3-14
55,48,3,4,4,22,14,13.0,1229.0,3,8.0,480.0,1735.0,12.0,21.0,4.0,7,427.0,1656.0,91.0,33,L3-14,L3-14
55,48,4,4,4,22,14,13.0,1277.0,4,6.0,360.0,1663.0,84.0,21.0,4.0,7,427.0,1704.0,43.0,33,L3-14,L3-14
55,48,5,4,4,22,14,13.0,1325.0,4,6.0,360.0,1711.0,36.0,21.0,5.0,6,366.0,1691.0,56.0,33,L3-14,L3-14
55,48,6,4,4,22,14,13.0,1373.0,5,5.0,300.0,1699.0,48.0,21.0,5.0,6,366.0,1739.0,8.0,33,L3-14,L3-14
55,48,7,4,4,22,14,13.0,1421.0,5,5.0,300.0,1747.0,0.0,21.0,6.0,5,305.0,1726.0,21.0,33,L3-14,L3-14
55,48,8,4,4,22,14,13.0,1469.0,8,4.0,240.0,1735.0,12.0,21.0,8.0,4,244.0,1713.0,34.0,33,L3-14,L3-14
55,50,3,2,2,18,14,13.0,1045.0,2,10.0,600.0,1705.0,42.0,17.0,3.0,7,427.0,1472.0,275.0,61,L3-14,L3-14
55,50,4,2,2,18,14,13.0,1095.0,3,7.0,420.0,1575.0,172.0,17.0,3.0,8,488.0,1583.0,164.0,61,L3-14,L3-14
55,50,5,2,2,18,14,13.0,1145.0,3,7.0,420.0,1625.0,122.0,17.0,3.0,8,488.0,1633.0,114.0,61,L3-14,L3-14
55,50,6,2,2,18,14,13.0,1195.0,3,8.0,480.0,1735.0,12.0,17.0,3.0,8,488.0,1683.0,64.0,61,L3-14,L3-14
55,50,7,2,2,18,14,13.0,1245.0,4,6.0,360.0,1665.0,82.0,17.0,4.0,7,427.0,1672.0,75.0,61,L3-14,L3-14
55,50,8,2,2,18,14,13.0,1295.0,4,6.0,360.0,1715.0,32.0,17.0,4.0,7,427.0,1722.0,25.0,61,L3-14,L3-14
55,50,9,2,2,18,14,13.0,1345.0,6,5.0,300.0,1705.0,42.0,17.0,5.0,6,366.0,1711.0,36.0,61,L3-14,L3-14
55,50,10,2,2,18,14,13.0,1395.0,8,4.0,240.0,1695.0,52.0,17.0,6.0,5,305.0,1700.0,47.0,61,L3-14,L3-14
55,50,11,2,2,18,14,13.0,1445.0,8,4.0,240.0,1745.0,2.0,17.0,8.0,4,244.0,1689.0,58.0,61,L3-14,L3-14
55,50,3,3,3,20,14,13.0,1140.0,3,7.0,420.0,1625.0,122.0,19.0,3.0,8,488.0,1628.0,119.0,39,L3-14,L3-14
55,50,4,3,3,20,14,13.0,1190.0,3,8.0,480.0,1735.0,12.0,19.0,3.0,8,488.0,1678.0,69.0,39,L3-14,L3-14
55,50,5,3,3,20,14,13.0,1240.0,4,6.0,360.0,1665.0,82.0,19.0,4.0,7,427.0,1667.0,80.0,39,L3-14,L3-14
55,50,6,3,3,20,14,13.0,1290.0,4,6.0,360.0,1715.0,32.0,19.0,4.0,7,427.0,1717.0,30.0,39,L3-14,L3-14
55,50,7,3,3,20,14,13.0,1340.0,6,5.0,300.0,1705.0,42.0,19.0,5.0,6,366.0,1706.0,41.0,39,L3-14,L3-14
55,50,8,3,3,20,14,13.0,1390.0,8,4.0,240.0,1695.0,52.0,19.0,6.0,5,305.0,1695.0,52.0,39,L3-14,L3-14
55,50,9,3,3,20,14,13.0,1440.0,8,4.0,240.0,1745.0,2.0,19.0,6.0,5,305.0,1745.0,2.0,39,L3-14,L3-14
55,50,3,3,4,21,14,13.0,1179.0,3,8.0,480.0,1735.0,12.0,20.0,3.0,8,488.0,1667.0,80.0,48,L3-14,L3-14
55,50,4,3,4,21,14,13.0,1229.0,4,6.0,360.0,1665.0,82.0,20.0,4.0,7,427.0,1656.0,91.0,48,L3-14,L3-14
55,50,5,3,4,21,14,13.0,1279.0,4,6.0,360.0,1715.0,32.0,20.0,4.0,7,427.0,1706.0,41.0,48,L3-14,L3-14
55,50,6,3,4,21,14,13.0,1329.0,6,5.0,300.0,1705.0,42.0,20.0,5.0,6,366.0,1695.0,52.0,48,L3-14,L3-14
55,50,7,3,4,21,14,13.0,1379.0,8,4.0,240.0,1695.0,52.0,20.0,5.0,6,366.0,1745.0,2.0,48,L3-14,L3-14
55,50,8,3,4,21,14,13.0,1429.0,8,4.0,240.0,1745.0,2.0,20.0,6.0,5,305.0,1734.0,13.0,48,L3-14,L3-14
55,50,3,4,3,21,14,13.0,1196.0,3,8.0,480.0,1735.0,12.0,20.0,3.0,8,488.0,1684.0,63.0,48,L3-14,L3-14
55,50,4,4,3,21,14,13.0,1246.0,4,6.0,360.0,1665.0,82.0,20.0,4.0,7,427.0,1673.0,74.0,48,L3-14,L3-14
55,50,5,4,3,21,14,13.0,1296.0,4,6.0,360.0,1715.0,32.0,20.0,4.0,7,427.0,1723.0,24.0,48,L3-14,L3-14
55,50,6,4,3,21,14,13.0,1346.0,6,5.0,300.0,1705.0,42.0,20.0,5.0,6,366.0,1712.0,35.0,48,L3-14,L3-14
55,50,7,4,3,21,14,13.0,1396.0,8,4.0,240.0,1695.0,52.0,20.0,6.0,5,305.0,1701.0,46.0,48,L3-14,L3-14
55,50,8,4,3,21,14,13.0,1446.0,8,4.0,240.0,1745.0,2.0,20.0,8.0,4,244.0,1690.0,57.0,48,L3-14,L3-14
55,50,3,4,4,22,14,13.0,1235.0,4,6.0,360.0,1665.0,82.0,21.0,4.0,7,427.0,1662.0,85.0,33,L3-14,L3-14
55,50,4,4,4,22,14,13.0,1285.0,4,6.0,360.0,1715.0,32.0,21.0,4.0,7,427.0,1712.0,35.0,33,L3-14,L3-14
55,50,5,4,4,22,14,13.0,1335.0,6,5.0,300.0,1705.0,42.0,21.0,5.0,6,366.0,1701.0,46.0,33,L3-14,L3-14
55,50,6,4,4,22,14,13.0,1385.0,8,4.0,240.0,1695.0,52.0,21.0,6.0,5,305.0,1690.0,57.0,33,L3-14,L3-14
55,50,7,4,4,22,14,13.0,1435.0,8,4.0,240.0,1745.0,2.0,21.0,6.0,5,305.0,1740.0,7.0,33,L3-14,L3-14
55,55,3,2,2,18,14,13.0,1060.0,3,8.0,480.0,1690.0,57.0,17.0,3.0,7,427.0,1487.0,260.0,61,L3-14,L3-14
55,55,4,2,2,18,14,13.0,1115.0,3,8.0,480.0,1745.0,2.0,17.0,3.0,8,488.0,1603.0,144.0,61,L3-14,L3-14
55,55,5,2,2,18,14,13.0,1170.0,4,6.0,360.0,1680.0,67.0,17.0,3.0,8,488.0,1658.0,89.0,61,L3-14,L3-14
55,55,6,2,2,18,14,13.0,1225.0,5,5.0,300.0,1675.0,72.0,17.0,3.0,8,488.0,1713.0,34.0,61,L3-14,L3-14
55,55,7,2,2,18,14,13.0,1280.0,6,5.0,300.0,1730.0,17.0,17.0,4.0,7,427.0,1707.0,40.0,61,L3-14,L3-14
55,55,8,2,2,18,14,13.0,1335.0,7,4.0,240.0,1725.0,22.0,17.0,5.0,6,366.0,1701.0,46.0,61,L3-14,L3-14
55,55,3,3,3,20,14,13.0,1155.0,4,6.0,360.0,1680.0,67.0,19.0,3.0,8,488.0,1643.0,104.0,39,L3-14,L3-14
55,55,4,3,3,20,14,13.0,1210.0,5,5.0,300.0,1675.0,72.0,19.0,3.0,8,488.0,1698.0,49.0,39,L3-14,L3-14
55,55,5,3,3,20,14,13.0,1265.0,6,5.0,300.0,1730.0,17.0,19.0,4.0,7,427.0,1692.0,55.0,39,L3-14,L3-14
55,55,6,3,3,20,14,13.0,1320.0,7,4.0,240.0,1725.0,22.0,19.0,4.0,7,427.0,1747.0,0.0,39,L3-14,L3-14
55,55,3,3,4,21,14,13.0,1194.0,5,5.0,300.0,1675.0,72.0,20.0,3.0,8,488.0,1682.0,65.0,48,L3-14,L3-14
55,55,4,3,4,21,14,13.0,1249.0,6,5.0,300.0,1730.0,17.0,20.0,4.0,7,427.0,1676.0,71.0,48,L3-14,L3-14
55,55,5,3,4,21,14,13.0,1304.0,7,4.0,240.0,1725.0,22.0,20.0,4.0,7,427.0,1731.0,16.0,48,L3-14,L3-14
55,55,3,4,3,21,14,13.0,1211.0,5,5.0,300.0,1675.0,72.0,20.0,3.0,8,488.0,1699.0,48.0,48,L3-14,L3-14
55,55,4,4,3,21,14,13.0,1266.0,6,5.0,300.0,1730.0,17.0,20.0,4.0,7,427.0,1693.0,54.0,48,L3-14,L3-14
55,55,5,4,3,21,14,13.0,1321.0,7,4.0,240.0,1725.0,22.0,20.0,5.0,6,366.0,1687.0,60.0,48,L3-14,L3-14
55,55,3,4,4,22,14,13.0,1250.0,6,5.0,300.0,1730.0,17.0,21.0,4.0,7,427.0,1677.0,70.0,33,L3-14,L3-14
55,55,4,4,4,22,14,13.0,1305.0,7,4.0,240.0,1725.0,22.0,21.0,4.0,7,427.0,1732.0,15.0,33,L3-14,L3-14
60,55,3,2,2,18,14,13.0,1065.0,3,8.0,480.0,1695.0,52.0,17.0,3.0,7,427.0,1492.0,255.0,61,L3-14,L3-14
60,55,4,2,2,18,14,13.0,1120.0,4,6.0,360.0,1630.0,117.0,17.0,3.0,8,488.0,1608.0,139.0,61,L3-14,L3-14
60,55,5,2,2,18,14,13.0,1175.0,4,6.0,360.0,1685.0,62.0,17.0,3.0,8,488.0,1663.0,84.0,61,L3-14,L3-14
60,55,6,2,2,18,14,13.0,1230.0,5,5.0,300.0,1680.0,67.0,17.0,3.0,8,488.0,1718.0,29.0,61,L3-14,L3-14
60,55,7,2,2,18,14,13.0,1285.0,6,5.0,300.0,1735.0,12.0,17.0,4.0,7,427.0,1712.0,35.0,61,L3-14,L3-14
60,55,8,2,2,18,14,13.0,1340.0,7,4.0,240.0,1730.0,17.0,17.0,5.0,6,366.0,1706.0,41.0,61,L3-14,L3-14
60,55,3,3,3,20,14,13.0,1160.0,4,6.0,360.0,1685.0,62.0,19.0,3.0,8,488.0,1648.0,99.0,39,L3-14,L3-14
60,55,4,3,3,20,14,13.0,1215.0,5,5.0,300.0,1680.0,67.0,19.0,3.0,8,488.0,1703.0,44.0,39,L3-14,L3-14
60,55,5,3,3,20,14,13.0,1270.0,6,5.0,300.0,1735.0,12.0,19.0,4.0,7,427.0,1697.0,50.0,39,L3-14,L3-14
60,55,6,3,3,20,14,13.0,1325.0,7,4.0,240.0,1730.0,17.0,19.0,5.0,6,366.0,1691.0,56.0,39,L3-14,L3-14
60,55,3,3,4,21,14,13.0,1199.0,5,5.0,300.0,1680.0,67.0,20.0,3.0,8,488.0,1687.0,60.0,48,L3-14,L3-14
60,55,4,3,4,21,14,13.0,1254.0,6,5.0,300.0,1735.0,12.0,20.0,4.0,7,427.0,1681.0,66.0,48,L3-14,L3-14
60,55,5,3,4,21,14,13.0,1309.0,7,4.0,240.0,1730.0,17.0,20.0,4.0,7,427.0,1736.0,11.0,48,L3-14,L3-14
60,55,3,4,3,21,14,13.0,1216.0,5,5.0,300.0,1680.0,67.0,20.0,3.0,8,488.0,1704.0,43.0,48,L3-14,L3-14
60,55,4,4,3,21,14,13.0,1271.0,6,5.0,300.0,1735.0,12.0,20.0,4.0,7,427.0,1698.0,49.0,48,L3-14,L3-14
60,55,5,4,3,21,14,13.0,1326.0,7,4.0,240.0,1730.0,17.0,20.0,5.0,6,366.0,1692.0,55.0,48,L3-14,L3-14
60,55,3,4,4,22,14,13.0,1255.0,6,5.0,300.0,1735.0,12.0,21.0,4.0,7,427.0,1682.0,65.0,33,L3-14,L3-14
60,55,4,4,4,22,14,13.0,1310.0,7,4.0,240.0,1730.0,17.0,21.0,4.0,7,427.0,1737.0,10.0,33,L3-14,L3-14
60,58,3,2,2,18,14,13.0,1074.0,4,6.0,360.0,1638.0,109.0,17.0,3.0,7,427.0,1501.0,246.0,61,L3-14,L3-14
60,58,4,2,2,18,14,13.0,1132.0,4,6.0,360.0,1696.0,51.0,17.0,3.0,8,488.0,1620.0,127.0,61,L3-14,L3-14
60,58,5,2,2,18,14,13.0,1190.0,5,5.0,300.0,1694.0,53.0,17.0,3.0,8,488.0,1678.0,69.0,61,L3-14,L3-14
60,58,6,2,2,18,14,13.0,1248.0,7,4.0,240.0,1692.0,55.0,17.0,3.0,8,488.0,1736.0,11.0,61,L3-14,L3-14
60,58,3,3,3,20,14,13.0,1169.0,5,5.0,300.0,1694.0,53.0,19.0,3.0,8,488.0,1657.0,90.0,39,L3-14,L3-14
60,58,4,3,3,20,14,13.0,1227.0,7,4.0,240.0,1692.0,55.0,19.0,3.0,8,488.0,1715.0,32.0,39,L3-14,L3-14
60,58,3,3,4,21,14,13.0,1208.0,7,4.0,240.0,1692.0,55.0,20.0,3.0,8,488.0,1696.0,51.0,48,L3-14,L3-14
60,58,3,4,3,21,14,13.0,1225.0,7,4.0,240.0,1692.0,55.0,20.0,3.0,8,488.0,1713.0,34.0,48,L3-14,L3-14
